Img_Name,Tx,Ty,Tz,Rx,Ry,Rz
img__31.png,0.002672,0.033915,0.315571,1.520564944,-1.36379572,-0.811254967
img__32.png,-0.008078,-0.021762,0.316549,1.676492107,-1.345024775,-0.928704515
img__33.png,-0.002774,0.01598,0.316985,1.575534005,-1.361847548,-0.843886841
img__34.png,-0.029888,0.00391,0.30755,-0.120918175,2.01566386,0.198194095
img__35.png,-0.006584,0.025168,0.307927,-0.16457279,2.098690826,0.137977273
img__36.png,-0.014926,0.027865,0.307403,-0.170154401,2.072521097,0.125549418
img__37.png,0.005082,0.005893,0.308926,-0.127124736,2.129182796,0.208913397
img__38.png,-0.011015,-0.025031,0.345938,-0.814050292,2.370266702,1.598462665
img__39.png,0.000903,0.017741,0.346562,1.888722666,-1.2943336,-1.14386593
img__40.png,-0.010237,-0.029914,0.345574,2.002697761,-1.28678604,-1.248209624
img__41.png,-0.003016,0.012258,0.346787,1.907146404,-1.30053961,-1.150571412
img__42.png,-0.028354,0.004075,0.319686,-0.197433471,2.338878436,0.103045973
img__43.png,-0.005574,-0.030089,0.319505,2.935663719,0.281458106,-1.042351386
img__44.png,0.018897,-0.026279,0.319331,2.888096341,0.280836501,-1.153096713
img__45.png,-0.009385,-0.007911,0.320732,2.879450843,0.24008737,-1.012934162
img__46.png,0.020331,-0.000629,0.251582,2.850730042,0.19650964,-0.430109574
img__47.png,0.027953,-0.022151,0.24987,1.882808376,2.266082214,0.054846986
img__48.png,0.022619,-0.026553,0.249981,2.949933826,0.229124855,-0.444945075
img__49.png,0.008153,-0.01376,0.251895,1.818872323,2.211435857,0.092181008
img__50.png,-0.007807,0.020707,0.34678,1.534749647,2.020905736,0.161174411
img__51.png,0.019879,-0.018006,0.346449,1.653214802,2.08862569,0.210705377
img__52.png,0.022056,-0.026627,0.345761,2.70026972,0.131760618,-0.525973865
img__53.png,0.006839,-0.012762,0.347184,1.618243345,2.065777665,0.227651289
img__54.png,0.010208,0.027385,0.334361,1.755047008,1.045225206,-0.458986737
img__55.png,0.001139,-0.002705,0.335623,1.848757335,1.041131498,-0.406107116
img__56.png,-0.016879,0.03045,0.333825,0.107053667,2.157876248,0.658373465
img__57.png,-0.004926,-0.006697,0.335533,1.866564394,1.023262524,-0.390238714
img__58.png,-0.012584,0.021026,0.241694,1.366492929,1.930878379,0.253795131
img__59.png,0.015222,-0.016951,0.241862,1.544788523,2.014074191,0.321823519
img__60.png,0.02128,-0.027097,0.240477,2.584340305,0.065050903,-0.651324487
img__61.png,0.005924,-0.012349,0.242546,1.505015246,1.991003088,0.334390059
img__62.png,0.01675,-0.007094,0.288601,-3.100332988,-0.274276577,0.181768629
img__63.png,0.033825,-0.025162,0.286084,-1.952636305,-2.332409062,0.072687825
img__64.png,0.02302,-0.025894,0.287091,-3.03175838,-0.27495427,0.202168155
img__65.png,0.009169,-0.014532,0.288663,-2.013267758,-2.399148573,0.033049422
img__66.png,-0.02911,0.001518,0.212728,0.045941401,2.165788429,0.542682766
img__67.png,0.004712,0.013118,0.214263,-0.0185215,2.345601234,0.530848212
img__68.png,-0.017835,0.029654,0.211909,-0.043860171,2.254792189,0.413809094
img__69.png,-0.009202,-0.001947,0.21451,2.497137756,-0.005788834,-0.962474704
img__70.png,0.026318,-0.000493,0.334741,2.663388483,0.096189975,-0.889896402
img__71.png,-0.011908,-0.020455,0.334939,2.753337417,0.143364663,-0.732334514
img__72.png,0.02049,-0.028039,0.333973,2.744768719,0.142715454,-0.877667844
img__73.png,-0.011363,-0.00506,0.335543,2.710113125,0.121699786,-0.729608611
img__74.png,-0.029,0.001882,0.298886,-0.012838782,2.205801822,0.451040645
img__75.png,0.003153,0.016606,0.299819,-0.057081572,2.326429308,0.424663722
img__76.png,-0.017887,0.029365,0.29832,-0.071755582,2.263841132,0.359324865
img__77.png,0.008602,0.003189,0.300155,-0.035525602,2.334013523,0.480607928
img__78.png,0.010463,0.026598,0.263309,1.830887404,1.053979136,-0.420343702
img__79.png,-0.00699,-0.003742,0.264737,2.362388784,-0.088279381,-0.883157238
img__80.png,-0.018156,0.029692,0.262559,0.060161301,2.259424027,0.645897268
img__81.png,0.004227,-0.008904,0.264673,1.200883914,1.86036417,0.253815975
img__82.png,-0.01061,-0.025686,0.275798,-0.683255229,2.354239118,1.756214536
img__83.png,0.004111,0.022913,0.276216,1.735472463,-1.247017079,-1.09596687
img__84.png,-0.00759,-0.029068,0.275562,1.895895847,-1.22598219,-1.230079505
img__85.png,-0.002458,0.01341,0.276859,1.775984084,-1.256991549,-1.109611977
img__86.png,0.015934,-0.017819,0.345425,2.074524988,-1.476837591,-1.061861717
img__87.png,0.009483,-0.019549,0.345568,1.464436172,1.930791188,0.543476521
img__88.png,0.017263,0.027787,0.344702,1.401814076,1.932854346,0.381143019
img__89.png,0.005006,-0.012958,0.345972,1.443351151,1.922876748,0.533158652
img__90.png,-0.029445,0.004193,0.261199,-0.210347674,2.190431798,0.061089053
img__91.png,0.000615,0.031591,0.260981,-0.260362715,2.310630965,-0.047762167
img__92.png,-0.017192,0.025603,0.261071,-0.252507458,2.241853732,-0.025984538
img__93.png,0.00776,0.008233,0.262643,-0.215863889,2.333015892,0.058607582
img__94.png,-0.010868,-0.026538,0.302512,-1.030216683,2.180377643,1.52224153
img__95.png,0.008338,0.002567,0.303743,-0.973468441,2.32409828,1.46638066
img__96.png,-0.033838,-0.002881,0.301964,-1.133408869,2.197949161,1.39344686
img__97.png,0.008335,0.006077,0.303693,-0.975050718,2.335285122,1.454075425
img__98.png,0.021793,-0.012779,0.327816,1.778608711,-1.296073472,-1.062177468
img__99.png,-0.000286,0.027232,0.327658,1.732309922,-1.378789032,-0.913726403
img__100.png,-0.010544,-0.026047,0.327585,1.869093043,-1.366320033,-1.032669547
img__101.png,-0.003331,0.014575,0.328447,1.766562417,-1.377192294,-0.939928992
img__102.png,-0.029694,0.003106,0.334459,-0.005385228,2.07870839,0.40355337
img__103.png,-0.002738,0.016733,0.335361,-0.039863224,2.168671048,0.380602102
img__104.png,-0.016127,0.029859,0.33407,-0.060208517,2.135552292,0.330262705
img__105.png,0.00649,0.00294,0.335714,-0.018006525,2.187720349,0.431285694
img__106.png,0.023108,-0.00067,0.321339,2.79866599,0.1665176,-0.626295688
img__107.png,-0.0181,-0.024949,0.320692,2.892407749,0.21007636,-0.439055396
img__108.png,0.021957,-0.027037,0.320281,2.877638454,0.200940084,-0.627029079
img__109.png,-0.013062,-0.006753,0.321834,2.835926075,0.189278432,-0.461571481
img__110.png,-0.010764,-0.027369,0.320512,-0.879518656,2.112561746,1.736913616
img__111.png,0.013511,-0.005413,0.32153,-0.813125087,2.234334152,1.721638315
img__112.png,-0.032734,-0.002896,0.320177,-0.966364826,2.146006886,1.617837831
img__113.png,0.010018,0.003551,0.321683,-0.828902439,2.255959963,1.686551022
img__114.png,0.007972,0.028986,0.340283,1.432019602,1.184204818,-0.730630035
img__115.png,0.013132,0.011377,0.341166,1.470389846,1.223655243,-0.715545043
img__116.png,-0.012355,0.031664,0.339913,0.032816257,1.884823508,0.387966145
img__117.png,0.000123,-0.002608,0.341598,1.52052593,1.206305057,-0.67220175
img__118.png,-0.029809,0.003595,0.255842,-0.067184374,2.059564803,0.29411879
img__119.png,-0.003474,0.022028,0.256631,-0.117043177,2.173433868,0.237623138
img__120.png,-0.015856,0.028688,0.255504,-0.130910083,2.128451974,0.202006999
img__121.png,0.00636,0.004593,0.257479,-0.079369963,2.200871804,0.318069456
img__122.png,0.02403,0.002195,0.29071,2.61240074,0.07588193,-0.678854747
img__123.png,0.020224,-0.014839,0.290629,1.614600504,2.068482475,0.100189405
img__124.png,0.021483,-0.027442,0.28962,2.711216389,0.124317247,-0.675996089
img__125.png,0.006797,-0.011935,0.291386,1.574826512,2.044387731,0.132940889
img__126.png,-0.002617,0.017578,0.31027,1.748687427,2.156049308,0.157080735
img__127.png,0.025834,-0.024214,0.308755,1.87309285,2.249048011,0.228495112
img__128.png,0.024919,0.024111,0.308838,1.794700052,2.192522253,0.052775117
img__129.png,0.007895,-0.014225,0.310352,1.822084328,2.205504898,0.242943906
img__130.png,-0.012489,0.019363,0.299795,1.423339601,1.94915835,0.338186461
img__131.png,0.01466,-0.019133,0.299712,1.564760458,2.013668118,0.40127546
img__132.png,0.02036,0.027064,0.298766,1.492427674,1.995276059,0.219715281
img__133.png,0.005909,-0.012917,0.300344,1.53149108,1.995054207,0.402784024
img__134.png,0.018313,-0.017371,0.287236,2.019598124,-1.382086809,-1.142946915
img__135.png,-0.006382,0.019782,0.287593,1.987113535,-1.482357321,-0.959247168
img__136.png,-0.015473,-0.028544,0.286509,2.117024299,-1.484683893,-1.09915432
img__137.png,-0.004423,0.012908,0.28802,1.999006808,-1.473002133,-0.986887133
img__138.png,0.024786,-0.005058,0.249386,2.99646448,0.267264991,-0.787778845
img__139.png,-0.016256,-0.032993,0.247953,-3.019450287,-0.288373245,0.519003217
img__140.png,0.021403,-0.025629,0.248432,-2.987291898,-0.295608403,0.752348798
img__141.png,-0.01254,-0.008769,0.250198,3.048976976,0.267191542,-0.560733955
img__142.png,0.015889,-0.012964,0.238657,1.922973922,-1.515789213,-0.835170621
img__143.png,0.011089,-0.030474,0.237331,1.675239772,1.945827869,0.844025723
img__144.png,0.018049,0.024627,0.237582,1.561787166,1.975120841,0.570860652
img__145.png,0.00532,-0.015199,0.238994,1.62128665,1.935719819,0.789695991
img__146.png,0.018295,-0.002942,0.296479,2.97184155,0.239790166,-0.294982786
img__147.png,0.03037,-0.023849,0.294537,1.966451661,2.347335419,0.023165426
img__148.png,0.022924,-0.026271,0.295005,3.048263919,0.258859578,-0.316082046
img__149.png,0.008624,-0.014219,0.296592,1.911241291,2.29218274,0.056874067
img__150.png,-0.029764,0.004517,0.330411,-0.025531176,1.895125168,0.311690075
img__151.png,-0.010825,0.019146,0.33105,-0.058903596,1.959690361,0.280722838
img__152.png,-0.013296,0.029859,0.330165,-0.080630808,1.956922028,0.248272454
img__153.png,0.003358,0.003438,0.331745,-0.029001898,1.994901487,0.335148177
img__154.png,-0.01042,-0.025811,0.32979,-0.631530737,2.358346928,1.807568878
img__155.png,0.005536,0.023718,0.330065,1.692778003,-1.21705811,-1.106150908
img__156.png,-0.006032,-0.028291,0.329696,1.828678852,-1.195698999,-1.215347186
img__157.png,-0.002148,0.013636,0.330674,1.730409035,-1.226993279,-1.116764986
img__158.png,0.027755,-0.004611,0.267762,2.887598903,0.267247074,-1.106531709
img__159.png,-0.008592,-0.03237,0.267145,-2.944534655,-0.303918372,0.891056673
img__160.png,0.019556,-0.025577,0.267304,-2.908605963,-0.305822565,1.052684672
img__161.png,-0.010354,-0.008551,0.268901,2.961760031,0.266348024,-0.898154156
img__162.png,-0.002936,0.014161,0.25635,1.810819483,2.188162614,0.317079831
img__163.png,0.026105,-0.028475,0.253835,1.959169912,2.300627573,0.418046519
img__164.png,0.024924,0.023543,0.254459,1.858524459,2.24053469,0.178986761
img__165.png,0.007897,-0.014966,0.2562,1.893309137,2.2401843,0.414496461
img__166.png,0.009026,0.02836,0.338405,1.660068874,1.208718047,-0.575780486
img__167.png,-0.002153,0.009326,0.339576,0.066270691,2.139003942,0.563953039
img__168.png,-0.016019,0.030802,0.337932,0.032730164,2.112752943,0.486189788
img__169.png,0.006687,0.000372,0.339645,0.077893323,2.158554427,0.600356159
img__170.png,0.027797,-0.002232,0.329032,2.692247024,0.130234942,-1.069329071
img__171.png,-0.007595,-0.023527,0.329285,2.793559269,0.175112533,-0.92676812
img__172.png,0.019443,-0.027928,0.328454,2.772278003,0.179312375,-1.048545066
img__173.png,-0.010043,-0.005779,0.330008,2.747518166,0.146383266,-0.907369195
img__174.png,0.023707,0.000676,0.219861,2.709630118,0.124156361,-0.66469859
img__175.png,-0.01927,-0.023334,0.219056,2.845479289,0.19863939,-0.379232249
img__176.png,0.021753,-0.027236,0.218372,2.832542622,0.181236899,-0.662727166
img__177.png,0.007474,-0.012578,0.220652,1.676256878,2.10765845,0.071574798
img__178.png,-0.02989,0.003951,0.226228,-0.190372466,2.027186752,0.088679874
img__179.png,-0.005391,0.030633,0.226099,-0.255210841,2.14180312,-0.025933337
img__180.png,-0.015154,0.025813,0.226257,-0.245684893,2.098021786,-0.005806535
img__181.png,0.005712,0.007692,0.228027,-0.196494322,2.184422983,0.087875718
img__182.png,-0.029484,0.003592,0.333367,-0.140166049,2.170223246,0.193466076
img__183.png,-0.000706,0.026092,0.333668,-0.179611149,2.263688126,0.131591901
img__184.png,-0.016982,0.027524,0.333121,-0.181680442,2.21549744,0.120427748
img__185.png,0.007228,0.006424,0.334548,-0.148566186,2.280395274,0.201543921
img__186.png,0.026084,-0.004512,0.310809,2.935089099,0.253617162,-0.909921571
img__187.png,-0.012475,-0.031457,0.310093,-3.027946849,-0.285491388,0.724785341
img__188.png,0.020744,-0.025989,0.310157,-2.992546111,-0.287670686,0.88981527
img__189.png,-0.011519,-0.008419,0.311608,2.98657601,0.255575626,-0.72995414
img__190.png,-0.029791,0.004056,0.265672,-0.142281039,1.921828187,0.153856925
img__191.png,-0.01018,0.02689,0.265818,-0.196620909,2.002791392,0.077643675
img__192.png,-0.013574,0.027207,0.265634,-0.197870919,1.990163516,0.075282569
img__193.png,0.003773,0.006397,0.267265,-0.147043959,2.047908553,0.161159775
img__194.png,-0.012669,0.014756,0.317283,1.544082573,1.967851737,0.561465394
img__195.png,0.014493,-0.026662,0.316426,1.678572981,2.024005652,0.641955393
img__196.png,0.019872,0.025057,0.316265,1.598394492,2.024282089,0.448641233
img__197.png,0.005957,-0.014586,0.317487,1.638574595,2.006039693,0.619315535
img__198.png,-0.028481,0.00021,0.316752,0.060938773,2.22851689,0.620407181
img__199.png,-0.005835,-0.009964,0.31782,2.480376275,-0.016502375,-0.948712349
img__200.png,-0.018395,0.029634,0.316111,-0.001612491,2.289958241,0.528609321
img__201.png,-0.009459,-0.001275,0.317886,2.459995021,-0.028964522,-0.926842784
img__202.png,0.018573,-0.014132,0.270241,1.901110793,-1.413553679,-0.989280536
img__203.png,-0.006437,0.027074,0.269816,1.850030959,-1.50693641,-0.782892015
img__204.png,-0.015142,-0.026212,0.269553,2.007634759,-1.506096455,-0.940064809
img__205.png,-0.004488,0.014535,0.27082,1.87892454,-1.496082126,-0.830193941
img__206.png,0.018135,-0.018386,0.245017,2.058929392,-1.373645074,-1.193561986
img__207.png,-0.007167,0.018394,0.245582,2.025633958,-1.496656089,-0.975640771
img__208.png,0.016305,0.028975,0.24412,1.314661652,1.899653823,0.334603074
img__209.png,-0.004537,0.012549,0.246012,2.034693114,-1.483920527,-1.006565293
img__210.png,-0.004575,0.020014,0.328339,1.643278118,2.086292973,0.105124026
img__211.png,0.023622,-0.020455,0.327493,1.765373584,2.167944886,0.162768595
img__212.png,0.022481,-0.026494,0.32714,2.809936272,0.181343435,-0.444733548
img__213.png,0.007498,-0.013384,0.328622,1.721735279,2.135678844,0.183346577
img__214.png,-0.011191,0.016212,0.202191,1.552079152,1.996115881,0.458145715
img__215.png,0.018193,-0.02761,0.200439,1.771598707,2.102901483,0.588243238
img__216.png,0.021941,0.025309,0.200368,1.64139107,2.075567026,0.277705282
img__217.png,0.006482,-0.014642,0.202516,1.698291502,2.060509025,0.559268643
img__218.png,0.021415,-0.010858,0.27352,1.711267715,-1.342086031,-0.95485938
img__219.png,-0.001548,0.032166,0.272677,1.646178138,-1.433393859,-0.764251799
img__220.png,-0.011557,-0.023719,0.273302,1.820651968,-1.42117203,-0.911114289
img__221.png,-0.0036,0.015562,0.274107,1.696917834,-1.427423435,-0.809235507
img__222.png,0.026614,-0.002537,0.301065,2.786728959,0.17297927,-0.943329234
img__223.png,-0.011384,-0.026457,0.300874,2.902126658,0.218726695,-0.76907594
img__224.png,0.020417,-0.027226,0.300328,2.868858881,0.218710023,-0.926325771
img__225.png,-0.01121,-0.006801,0.301965,2.841294858,0.188024778,-0.76272832
img__226.png,-0.010953,-0.026146,0.258282,-0.882039843,2.257693916,1.626516183
img__227.png,0.002045,0.015579,0.259358,1.904516417,-1.250763773,-1.208441015
img__228.png,-0.032763,-0.000758,0.257758,-0.995585906,2.294785775,1.468349963
img__229.png,-0.002801,0.011607,0.259559,1.927682108,-1.264754955,-1.21036358
img__230.png,0.009841,0.0282,0.278814,1.646293393,1.036754147,-0.519736857
img__231.png,0.002419,0.002024,0.280392,1.741180798,1.04066405,-0.465054631
img__232.png,0.034129,0.007226,0.278231,1.685556117,1.158187015,-0.542819164
img__233.png,-0.004452,-0.005388,0.280322,1.774047783,1.022576203,-0.439194196
img__234.png,0.02663,0.000977,0.255376,2.536718849,0.020139674,-0.89780257
img__235.png,-0.012904,-0.015574,0.255964,2.64311617,0.09088539,-0.68112332
img__236.png,0.02024,-0.028403,0.254382,2.651407029,0.088927023,-0.880567515
img__237.png,-0.011633,-0.00351,0.256475,2.597948976,0.068185677,-0.68369361
img__238.png,-0.029856,0.003961,0.3403,-0.185759277,2.062668714,0.098368228
img__239.png,-0.005411,0.028969,0.340356,-0.226951693,2.139450909,0.027823195
img__240.png,-0.015375,0.026447,0.340257,-0.223932005,2.109827228,0.033356511
img__241.png,0.005465,0.007521,0.341503,-0.190053117,2.16668013,0.098757547
img__242.png,0.009529,0.028509,0.327469,1.58957655,1.056661491,-0.564604386
img__243.png,0.004558,0.005306,0.328771,1.658712394,1.068004151,-0.525560382
img__244.png,0.034014,0.007696,0.326991,1.621624518,1.158505942,-0.584655682
img__245.png,-0.003509,-0.004387,0.328797,1.693922336,1.053297123,-0.497949118
img__246.png,-0.006096,0.017887,0.242715,1.654378551,2.086632951,0.246513264
img__247.png,0.023132,-0.024746,0.241081,1.825109814,2.195879212,0.341647215
img__248.png,0.024016,0.024718,0.240998,1.722696858,2.139108215,0.1068181
img__249.png,0.007363,-0.014219,0.242922,1.761486666,2.147105526,0.347157932
img__250.png,-0.029772,0.00461,0.270769,0.01187787,1.89317715,0.3622161
img__251.png,-0.009906,0.017095,0.271722,-0.025667416,1.975810789,0.334283885
img__252.png,-0.013565,0.030233,0.270417,-0.057819895,1.970165294,0.284896955
img__253.png,0.003889,0.002508,0.2724,0.006652684,2.017029774,0.398092188
img__254.png,0.020799,-0.009967,0.327307,1.694710752,-1.37678328,-0.891867284
img__255.png,-0.002137,0.032877,0.32646,1.639995688,-1.448548788,-0.731664901
img__256.png,-0.011814,-0.022349,0.327143,1.784977859,-1.439727876,-0.85217615
img__257.png,-0.003704,0.01577,0.327718,1.682855438,-1.442925329,-0.771530772
img__258.png,-0.029598,0.003264,0.204185,-0.078074356,2.12874355,0.296098398
img__259.png,0.000617,0.023521,0.204999,-0.143959853,2.291532271,0.2144945
img__260.png,-0.016947,0.028157,0.203711,-0.153419056,2.208308159,0.175509283
img__261.png,0.007904,0.005004,0.206133,-0.098032828,2.312442276,0.32366188
img__262.png,-0.004762,0.020503,0.282532,1.625986399,2.075508178,0.087569643
img__263.png,0.023854,-0.020453,0.281567,1.770048572,2.171810479,0.154099584
img__264.png,0.022397,-0.026645,0.281168,2.816675803,0.181159104,-0.478704802
img__265.png,0.007491,-0.013346,0.282901,1.718710704,2.133827454,0.178977939
img__266.png,-0.015,0.021915,0.273965,1.231893034,1.873631797,0.240558164
img__267.png,0.011077,-0.011256,0.274795,1.382681382,1.936009366,0.281874744
img__268.png,0.020088,-0.028108,0.273072,2.491048597,-0.002707673,-0.817154697
img__269.png,0.005144,-0.010874,0.274986,1.363810839,1.925526806,0.299706493
img__270.png,-0.028486,0.003842,0.220789,-0.183808741,2.321826579,0.132081889
img__271.png,-0.006925,-0.030488,0.220446,2.964349698,0.285335303,-0.985429926
img__272.png,0.018889,-0.026211,0.220295,2.892249031,0.284258913,-1.155049175
img__273.png,-0.009873,-0.007665,0.222301,2.877158178,0.227124535,-0.949582974
img__274.png,-0.029483,0.004112,0.306378,-0.202119836,2.181784445,0.076722531
img__275.png,-0.000377,0.030499,0.306306,-0.245073627,2.2818329,-0.010849123
img__276.png,-0.017016,0.025983,0.30625,-0.239807242,2.226971955,0.001655153
img__277.png,0.00736,0.008,0.307629,-0.20726324,2.302259289,0.075765132
img__278.png,-0.011956,0.018376,0.344601,1.470366043,1.967408428,0.374955121
img__279.png,0.015,-0.020524,0.344361,1.592141757,2.023524039,0.433673022
img__280.png,0.02037,0.026603,0.343668,1.526865783,2.009551039,0.27277746
img__281.png,0.006014,-0.013282,0.34499,1.561416039,2.006399619,0.431766726
img__282.png,-0.029498,0.00216,0.291782,0.091237037,2.083014499,0.572726083
img__283.png,2.9E-05,0.009412,0.293127,0.053886349,2.196596805,0.580168451
img__284.png,-0.016625,0.030512,0.291212,0.019646557,2.156094838,0.486276033
img__285.png,0.007529,0.000537,0.293181,0.06697419,2.214209738,0.621583017
img__286.png,-0.012576,0.021675,0.347581,1.344098134,1.922994598,0.218202065
img__287.png,0.013765,-0.013117,0.347965,1.462340969,1.977079456,0.256234832
img__288.png,0.02091,-0.027366,0.346778,2.544962194,0.038935968,-0.703329357
img__289.png,0.005692,-0.011432,0.34825,1.441057353,1.965062463,0.271688491
img__290.png,0.02427,-0.002282,0.284615,2.853922675,0.192574257,-0.725972769
img__291.png,-0.01659,-0.027686,0.283828,2.970018031,0.236181353,-0.517253239
img__292.png,0.021607,-0.026854,0.28357,2.937705351,0.231956849,-0.720436923
img__293.png,-0.012659,-0.007348,0.285282,2.899125321,0.209758251,-0.53544841
img__294.png,-0.028761,0.002905,0.284014,-0.117435526,2.27307471,0.266084521
img__295.png,-0.004363,-0.024672,0.284379,2.784746133,0.190604662,-1.066076601
img__296.png,-0.018409,0.027812,0.283526,-0.166265728,2.321780637,0.172324865
img__297.png,-0.009021,-0.005911,0.285277,2.733809864,0.15158207,-1.029865407
img__298.png,0.021485,-0.001295,0.290995,2.86338031,0.196823013,-0.510037976
img__299.png,-0.020683,-0.027345,0.289768,2.965228052,0.238228517,-0.29207156
img__300.png,0.022408,-0.026673,0.289703,2.947115522,0.227812324,-0.517862471
img__301.png,-0.013665,-0.007505,0.291373,2.897369873,0.217826919,-0.330671165
img__302.png,-0.027561,-0.000714,0.342836,0.026831851,2.321654525,0.62351056
img__303.png,-0.008851,-0.011509,0.343636,2.534180677,0.021025237,-0.838354724
img__304.png,0.019343,-0.029033,0.342169,2.550802779,0.028967953,-0.968117586
img__305.png,-0.010414,-0.002072,0.343779,2.510448701,0.007825394,-0.827386073
img__306.png,-0.014163,0.012157,0.282887,1.563645088,1.930549209,0.716540575
img__307.png,0.012876,-0.03072,0.281538,1.717282453,1.984397122,0.81835998
img__308.png,0.01896,0.023717,0.281871,1.622159162,2.004897859,0.589082337
img__309.png,0.005663,-0.015316,0.283031,1.668871,1.970867751,0.774767724
img__310.png,0.02715,0.001805,0.214411,2.41848918,-0.055790808,-0.927145749
img__311.png,0.013866,-0.009772,0.215463,1.419544803,1.960765276,0.163668778
img__312.png,0.019823,-0.028684,0.213299,2.562708507,0.03597971,-0.902275213
img__313.png,0.005536,-0.010515,0.215803,1.388929305,1.944472871,0.204126361
img__314.png,0.02113,-0.004579,0.277142,3.021503347,0.253657674,-0.488592627
img__315.png,-0.021193,-0.03191,0.275332,-3.105571685,-0.275128153,0.247689748
img__316.png,0.02251,-0.026075,0.275841,-3.083113162,-0.278268232,0.495692341
img__317.png,-0.013759,-0.008661,0.277508,3.049343531,0.259127562,-0.295837772
img__318.png,0.02114,-0.014204,0.236318,1.850225184,-1.302200388,-1.104795166
img__319.png,-0.00247,0.026398,0.236203,1.790328823,-1.421495157,-0.887108149
img__320.png,-0.012645,-0.027435,0.235758,1.976996178,-1.41105109,-1.061208269
img__321.png,-0.003753,0.014282,0.237227,1.830843092,-1.415812161,-0.927804161
img__322.png,-0.02946,0.003071,0.32451,-0.075847067,2.157276845,0.309369329
img__323.png,-0.000379,0.021591,0.325142,-0.115372576,2.256197459,0.264863093
img__324.png,-0.017009,0.02871,0.324145,-0.124978254,2.208132839,0.231390811
img__325.png,0.007358,0.004775,0.325741,-0.088339958,2.271143026,0.327302564
img__326.png,0.021388,-0.015092,0.298742,1.88185889,-1.272467418,-1.165441456
img__327.png,-0.00109,0.022419,0.299045,1.841863716,-1.370023319,-1.006093893
img__328.png,-0.011554,-0.028405,0.298315,1.981438916,-1.360711639,-1.135904513
img__329.png,-0.003457,0.013438,0.299565,1.868211907,-1.369780182,-1.02702919
img__330.png,0.023527,-0.002717,0.229366,2.894912761,0.20943578,-0.667450058
img__331.png,-0.018895,-0.029599,0.227896,3.039983339,0.257224735,-0.391669473
img__332.png,0.021891,-0.026523,0.228006,2.995268727,0.253381693,-0.664714086
img__333.png,-0.013205,-0.007817,0.230074,2.944889446,0.227740622,-0.429749082
img__334.png,-0.029758,0.003973,0.329111,-0.165576297,1.912550313,0.119877132
img__335.png,-0.011243,0.027552,0.329135,-0.210463482,1.974074464,0.055411065
img__336.png,-0.013193,0.026905,0.329116,-0.209485033,1.968044063,0.056888162
img__337.png,0.003171,0.006928,0.330389,-0.16901939,2.012722625,0.121987588
img__338.png,-0.011083,-0.025536,0.269123,-1.012507203,2.276289917,1.465624656
img__339.png,-0.002816,0.012097,0.270274,2.047972683,-1.361826674,-1.197987066
img__340.png,-0.033751,-0.001543,0.268441,-1.132044309,2.293428663,1.315619966
