Img_Name,Tx,Ty,Tz,Rx,Ry,Rz
img__31.png,0.030376,-0.00652,0.310408,2.390952911,1.688613758,-0.482526889
img__32.png,0.042977,-0.022743,0.308146,3.037198299,0.280943401,-0.745247286
img__33.png,0.001793,-0.048591,0.308146,-2.581654345,1.188254194,0.602600466
img__34.png,-0.041184,-0.025848,0.308146,-1.564272254,2.210537492,0.332884691
img__35.png,-0.042977,0.022743,0.308146,-0.245220086,2.651003816,0.002336013
img__36.png,-0.001793,0.048591,0.308146,1.131730036,2.458847424,-0.328619371
img__37.png,0.041184,0.025848,0.308146,2.317922518,1.640262558,-0.599599257
img__38.png,0.027371,0.001748,0.310751,2.976300424,0.244975089,-0.662071906
img__39.png,0.015199,-0.02283,0.310751,-2.649944247,1.25232149,0.624850558
img__40.png,-0.012171,-0.024578,0.310751,-1.580954822,2.282735003,0.409729365
img__41.png,-0.027371,-0.001748,0.310751,-0.221747154,2.69409494,0.114581325
img__42.png,-0.015199,0.02283,0.310751,1.160119374,2.454842216,-0.20130433
img__43.png,0.012171,0.024578,0.310751,2.311714396,1.601025094,-0.480296164
img__44.png,-0.006986,-0.008968,0.311752,3.031732231,0.257448363,-0.496036945
img__45.png,-0.01126,0.001566,0.311752,-2.711456889,1.272806462,0.467511707
img__46.png,-0.004274,0.010534,0.311752,-1.643158703,2.359466414,0.30854324
img__47.png,0.006986,0.008968,0.311752,-0.238378813,2.807167701,0.083917154
img__48.png,0.01126,-0.001566,0.311752,1.201707807,2.559995575,-0.157571667
img__49.png,0.004274,-0.010534,0.311752,2.38501047,1.660947868,-0.367055707
img__50.png,0.009718,-0.000067,0.311808,2.994573423,0.247372109,-0.576678075
img__51.png,0.004801,-0.00845,0.311808,-2.687973765,1.269318998,0.55614205
img__52.png,-0.004917,-0.008382,0.311808,-1.612427326,2.326705787,0.37402736
img__53.png,-0.009718,0.000067,0.311808,-0.227243773,2.750909009,0.115275385
img__54.png,-0.004801,0.00845,0.311808,1.18169255,2.502411591,-0.165471737
img__55.png,0.004917,0.008382,0.311808,2.343797902,1.62427231,-0.414415423
img__56.png,0.038917,-0.003533,0.309502,2.982579725,0.252682074,-0.719680627
img__57.png,0.016399,-0.035469,0.309502,-2.616198082,1.228720016,0.648692488
img__58.png,-0.022518,-0.031936,0.309502,-1.563294363,2.245730267,0.405775599
img__59.png,-0.038917,0.003533,0.309502,-0.225268164,2.658994548,0.086518725
img__60.png,-0.016399,0.035469,0.309502,1.143732526,2.435242206,-0.247893932
img__61.png,0.022518,0.031936,0.309502,2.299006326,1.600380812,-0.537857326
img__62.png,-0.004315,-0.030075,0.310476,-3.078912036,-0.278833976,0.507947449
img__63.png,-0.028203,-0.011301,0.310476,-2.671082805,1.235642654,0.412335105
img__64.png,-0.023888,0.018774,0.310476,-1.639938958,2.326939094,0.22308686
img__65.png,0.004315,0.030075,0.310476,-0.253972964,2.804394319,-0.012312714
img__66.png,0.028203,0.011301,0.310476,1.198126116,2.589983484,-0.245242325
img__67.png,0.023888,-0.018774,0.310476,2.416304745,1.7029205,-0.427088931
img__68.png,0.024389,-0.020518,0.310327,3.04670876,0.274122235,-0.652400594
img__69.png,-0.005575,-0.03138,0.310327,-2.625698227,1.216511512,0.544678652
img__70.png,-0.029963,-0.010862,0.310327,-1.59313149,2.263333,0.312035554
img__71.png,-0.024389,0.020518,0.310327,-0.243858076,2.710340285,0.019173474
img__72.png,0.005575,0.03138,0.310327,1.159174561,2.501943105,-0.277215335
img__73.png,0.029963,0.010862,0.310327,2.350047511,1.654168738,-0.520671412
img__74.png,0.005407,-0.01241,0.311665,3.035303933,0.261852006,-0.557316029
img__75.png,-0.008044,-0.010887,0.311665,-2.679137818,1.253253945,0.502006866
img__76.png,-0.01345,0.001522,0.311665,-1.62258138,2.323267865,0.314662953
img__77.png,-0.005407,0.01241,0.311665,-0.238863326,2.76882657,0.062813592
img__78.png,0.008044,0.010887,0.311665,1.185967814,2.535297203,-0.201223717
img__79.png,0.01345,-0.001522,0.311665,2.370689732,1.655701039,-0.425424139
img__80.png,-0.02313,-0.010711,0.310916,3.044385442,0.259026612,-0.416526484
img__81.png,-0.020841,0.014676,0.310916,-2.743198508,1.287157045,0.40205992
img__82.png,0.002289,0.025387,0.310916,-1.671181061,2.39886309,0.273336684
img__83.png,0.02313,0.010711,0.310916,-0.243267789,2.859169216,0.083931629
img__84.png,0.020841,-0.014676,0.310916,1.221400096,2.603056817,-0.12315703
img__85.png,-0.002289,-0.025387,0.310916,2.412689943,1.680813614,-0.304148752
img__86.png,-0.023143,-0.024175,0.310159,3.086641987,0.271753953,-0.416274281
img__87.png,-0.032507,0.007955,0.310159,-2.71955907,1.266333769,0.360509496
img__88.png,-0.009364,0.03213,0.310159,-1.670524371,2.382970262,0.214775507
img__89.png,0.023143,0.024175,0.310159,-0.252095095,2.863352292,0.022004712
img__90.png,0.032507,-0.007955,0.310159,1.223103815,2.626719079,-0.175422212
img__91.png,0.009364,-0.03213,0.310159,2.437183439,1.708529224,-0.334895925
img__92.png,0.007322,-0.005375,0.311827,3.012427614,0.253696135,-0.565781381
img__93.png,-0.000994,-0.009029,0.311827,-2.685564241,1.26293597,0.530849211
img__94.png,-0.008316,-0.003654,0.311827,-1.617921046,2.326678831,0.347631272
img__95.png,-0.007322,0.005375,0.311827,-0.232474307,2.760436306,0.093056151
img__96.png,0.000994,0.009029,0.311827,1.184131492,2.517990829,-0.17943177
img__97.png,0.008316,0.003654,0.311827,2.356184647,1.638438739,-0.41694288
img__98.png,-0.007789,-0.023761,0.310955,3.078127216,0.273111122,-0.492985807
img__99.png,-0.024472,-0.005135,0.310955,-2.688858826,1.249818063,0.418886932
img__100.png,-0.016683,0.018626,0.310955,-1.645441363,2.343802646,0.243866987
img__101.png,0.007789,0.023761,0.310955,-0.249684316,2.814092978,0.017590167
img__102.png,0.024472,0.005135,0.310955,1.202886655,2.587890585,-0.212245623
img__103.png,0.016683,-0.018626,0.310955,2.411523865,1.692984315,-0.397904142
img__104.png,-0.000965,-0.031966,0.310316,-3.06933726,-0.280298804,0.522502481
img__105.png,-0.028166,-0.015147,0.310316,-2.661089459,1.228587705,0.418791671
img__106.png,-0.027201,0.016819,0.310316,-1.634702828,2.315803527,0.220968455
img__107.png,0.000965,0.031966,0.310316,-0.255156906,2.794027623,-0.022065382
img__108.png,0.028166,0.015147,0.310316,1.193373972,2.584817417,-0.260713467
img__109.png,0.027201,-0.016819,0.310316,2.413602632,1.70373825,-0.44536174
img__110.png,-0.005487,-0.000912,0.31191,3.005994871,0.248718311,-0.502757406
img__111.png,-0.003533,0.004296,0.31191,-2.720874438,1.284413912,0.498197149
img__112.png,0.001954,0.005208,0.31191,-1.639410679,2.364971313,0.345635722
img__113.png,0.005487,0.000912,0.31191,-0.231629488,2.79946036,0.119267095
img__114.png,0.003533,-0.004296,0.31191,1.199853371,2.541743231,-0.130897198
img__115.png,-0.001954,-0.005208,0.31191,2.368993554,1.642198918,-0.354901449
img__116.png,0.035702,-0.015209,0.309536,3.020974849,0.268802403,-0.707103905
img__117.png,0.00468,-0.038524,0.309536,-2.608147681,1.211507562,0.600834376
img__118.png,-0.031023,-0.023315,0.309536,-1.573266413,2.239801104,0.352353235
img__119.png,-0.035702,0.015209,0.309536,-0.237814097,2.672708271,0.037672932
img__120.png,-0.00468,0.038524,0.309536,1.144635395,2.464184495,-0.283695424
img__121.png,0.031023,0.023315,0.309536,2.321399273,1.630582065,-0.552868229
img__122.png,0.017869,-0.013661,0.318936,1.900549986,-1.444546045,-0.939712327
img__123.png,-0.002896,-0.022306,0.318936,1.038381771,-2.474717519,-1.342162584
img__124.png,-0.020765,-0.008645,0.318936,0.320737157,2.525682263,1.203148992
img__125.png,-0.017869,0.013661,0.318936,1.397604538,1.838790321,0.735406961
img__126.png,0.002896,0.022306,0.318936,2.037628205,0.854980808,0.174407356
img__127.png,0.020765,0.008645,0.318936,2.216756162,-0.281506537,-0.406023148
img__128.png,-0.00704,0.02726,0.318486,1.857311868,-1.519645902,-0.764254017
img__129.png,0.020088,0.019727,0.318486,0.936708142,-2.477603333,-1.178108235
img__130.png,0.027128,-0.007533,0.318486,0.433596706,2.650746202,1.213812525
img__131.png,0.00704,-0.02726,0.318486,1.533107118,1.873764172,0.818188288
img__132.png,-0.020088,-0.019727,0.318486,2.142788925,0.810124772,0.305683974
img__133.png,-0.027128,0.007533,0.318486,2.25401318,-0.368700967,-0.243989508
img__134.png,-0.015373,-0.025542,0.318335,1.989655708,-1.519814827,-0.896358109
img__135.png,-0.029807,0.000543,0.318335,1.075574449,-2.580686351,-1.231989467
img__136.png,-0.014433,0.026085,0.318335,0.334519202,2.58459476,1.056048781
img__137.png,0.015373,0.025542,0.318335,1.453430319,1.902748861,0.625409381
img__138.png,0.029807,-0.000543,0.318335,2.13198454,0.888565205,0.109024101
img__139.png,0.014433,-0.026085,0.318335,2.325718283,-0.30101331,-0.420822792
img__140.png,-0.00461,0.014641,0.319359,1.881076524,-1.50989767,-0.805918153
img__141.png,0.010374,0.011313,0.319359,0.968706583,-2.491439807,-1.208170151
img__142.png,0.014985,-0.003328,0.319359,0.404219003,2.62526792,1.191880509
img__143.png,0.00461,-0.014641,0.319359,1.503847235,1.873538707,0.781347497
img__144.png,-0.010374,-0.011313,0.319359,2.127412167,0.827167554,0.261584897
img__145.png,-0.014985,0.003328,0.319359,2.259053443,-0.347832053,-0.289677019
img__146.png,-0.003886,-0.002892,0.319691,1.918578666,-1.50147037,-0.857664579
img__147.png,-0.004448,0.001919,0.319691,1.014313064,-2.516399099,-1.239771901
img__148.png,-0.000562,0.004812,0.319691,0.366975422,2.595854578,1.152019227
img__149.png,0.003886,0.002892,0.319691,1.469271624,1.877435112,0.725097798
img__150.png,0.004448,-0.001919,0.319691,2.113320274,0.851839584,0.199100901
img__151.png,0.000562,-0.004812,0.319691,2.272773051,-0.321301453,-0.350737424
img__152.png,0.007722,-0.03831,0.31733,1.973070239,-1.456456441,-0.987783056
img__153.png,-0.029316,-0.025842,0.31733,1.106580138,-2.536909933,-1.344592688
img__154.png,-0.037038,0.012468,0.31733,0.28304353,2.510120329,1.108070239
img__155.png,-0.007722,0.03831,0.31733,1.37498788,1.862704292,0.63431503
img__156.png,0.029316,0.025842,0.31733,2.049695041,0.894060839,0.080233011
img__157.png,0.037038,-0.012468,0.31733,2.265892194,-0.255504136,-0.483029391
img__158.png,0.00711,-0.027398,0.318472,1.950859899,-1.463780508,-0.954396038
img__159.png,-0.020172,-0.019856,0.318472,1.07720626,-2.523257813,-1.323645123
img__160.png,-0.027282,0.007541,0.318472,0.30532097,2.529761258,1.132178149
img__161.png,-0.00711,0.027398,0.318472,1.397205845,1.862132225,0.668449085
img__162.png,0.020172,0.019856,0.318472,2.060601455,0.879693219,0.118761012
img__163.png,0.027282,-0.007541,0.318472,2.259748525,-0.272732697,-0.444580867
img__164.png,0.013156,0.01833,0.318931,1.838379195,-1.471833408,-0.838801615
img__165.png,0.022452,-0.002228,0.318931,0.953025345,-2.442026446,-1.270991241
img__166.png,0.009296,-0.020558,0.318931,0.394724429,2.585187469,1.264700409
img__167.png,-0.013156,-0.01833,0.318931,1.469629938,1.835626972,0.829541175
img__168.png,-0.022452,0.002228,0.318931,2.074594953,0.809631515,0.283770284
img__169.png,-0.009296,0.020558,0.318931,2.202583946,-0.336305858,-0.29427499
img__170.png,0.004009,-0.008461,0.319591,1.915660626,-1.480552277,-0.89248543
img__171.png,-0.005323,-0.007703,0.319591,1.027145511,-2.504348422,-1.279848842
img__172.png,-0.009332,0.000759,0.319591,0.347146085,2.567789949,1.166880783
img__173.png,-0.004009,0.008461,0.319591,1.440363794,1.863661453,0.72351501
img__174.png,0.005323,0.007703,0.319591,2.084768911,0.855057151,0.184110991
img__175.png,0.009332,-0.000759,0.319591,2.253921467,-0.304713403,-0.376765343
img__176.png,0.019412,-0.031475,0.317582,1.936350315,-1.430486187,-0.9942551
img__177.png,-0.017552,-0.032549,0.317582,1.086972456,-2.494538585,-1.378179512
img__178.png,-0.036964,-0.001074,0.317582,0.28217979,2.493968692,1.165243967
img__179.png,-0.019412,0.031475,0.317582,1.359848057,1.84073236,0.681171073
img__180.png,0.017552,0.032549,0.317582,2.018785984,0.879667596,0.112900244
img__181.png,0.036964,0.001074,0.317582,2.225949664,-0.251854809,-0.467837572
img__182.png,-0.018681,0.005043,0.319142,1.92953454,-1.5379339,-0.798540887
img__183.png,-0.004973,0.018699,0.319142,0.997856146,-2.540558912,-1.168281431
img__184.png,0.013707,0.013656,0.319142,0.397896544,2.644524515,1.117117761
img__185.png,0.018681,-0.005043,0.319142,1.518082215,1.904628065,0.719720924
img__186.png,0.004973,-0.018699,0.319142,2.164666938,0.850216934,0.218833287
img__187.png,-0.013707,-0.013656,0.319142,2.309957597,-0.34755743,-0.309564252
img__188.png,0.000723,-0.02077,0.319052,1.948715034,-1.482759501,-0.92027747
img__189.png,-0.017626,-0.011011,0.319052,1.060445104,-2.531001503,-1.287554704
img__190.png,-0.018349,0.009759,0.319052,0.325906354,2.55571239,1.125489657
img__191.png,-0.000723,0.02077,0.319052,1.424865861,1.872628382,0.676373255
img__192.png,0.017626,0.011011,0.319052,2.085738414,0.873887703,0.137990209
img__193.png,0.018349,-0.009759,0.319052,2.273763681,-0.289952044,-0.416610372
img__194.png,-0.000384,-0.002071,0.319721,1.910048748,-1.493684735,-0.863733563
img__195.png,-0.001985,-0.000703,0.319721,1.011276591,-2.506258609,-1.252129686
img__196.png,-0.001602,0.001368,0.319721,0.365002517,2.588636428,1.166616864
img__197.png,0.000384,0.002071,0.319721,1.462674889,1.870394919,0.735182631
img__198.png,0.001985,0.000703,0.319721,2.103019608,0.848569454,0.204184443
img__199.png,0.001602,-0.001368,0.319721,2.26159227,-0.318888687,-0.350995823
img__200.png,0.00079,0.029177,0.318393,1.837747666,-1.50357934,-0.778391913
img__201.png,0.025663,0.013904,0.318393,0.928648683,-2.456145595,-1.20549151
img__202.png,0.024873,-0.015273,0.318393,0.430683439,2.63325791,1.246991909
img__203.png,-0.00079,-0.029177,0.318393,1.518832666,1.856391021,0.840398381
img__204.png,-0.025663,-0.013904,0.318393,2.119706459,0.801443781,0.316189528
img__205.png,-0.024873,0.015273,0.318393,2.228802564,-0.3645326,-0.245512685
img__206.png,-0.017588,0.024496,0.318302,1.883984511,-1.54122775,-0.745446791
img__207.png,0.01242,0.02748,0.318302,0.947847273,-2.50648691,-1.141057251
img__208.png,0.030008,0.002984,0.318302,0.43708202,2.673344296,1.168256829
img__209.png,0.017588,-0.024496,0.318302,1.551842255,1.896959597,0.787161698
img__210.png,-0.01242,-0.02748,0.318302,2.173725744,0.822011083,0.290547448
img__211.png,-0.030008,-0.002984,0.318302,2.288158195,-0.374105501,-0.242596628
img__212.png,0.015581,0.002991,0.319334,1.868139418,-1.458811045,-0.887395329
img__213.png,0.01038,-0.011998,0.319334,0.993674381,-2.457689535,-1.305629178
img__214.png,-0.0052,-0.014989,0.319334,0.358659545,2.556551966,1.235713017
img__215.png,-0.015581,-0.002991,0.319334,1.434753517,1.837331579,0.784574905
img__216.png,-0.01038,0.011998,0.319334,2.056814984,0.831595825,0.231341167
img__217.png,0.0052,0.014989,0.319334,2.209444057,-0.309963658,-0.347938422
img__218.png,-0.006232,0.013468,0.319383,1.88683311,-1.513058044,-0.805251288
img__219.png,0.008547,0.01213,0.319383,0.972294751,-2.497187762,-1.203735625
img__220.png,0.014779,-0.001337,0.319383,0.403299113,2.627517414,1.183134492
img__221.png,0.006232,-0.013468,0.319383,1.50536821,1.877243635,0.774102165
img__222.png,-0.008547,-0.01213,0.319383,2.131678491,0.829981565,0.256501014
img__223.png,-0.014779,0.001337,0.319383,2.264993535,-0.34765512,-0.292141656
img__224.png,0.000086,0.012328,0.31949,1.877186832,-1.498545686,-0.823966594
img__225.png,0.010719,0.006089,0.31949,0.973253295,-2.483465005,-1.230291416
img__226.png,0.010633,-0.006238,0.31949,0.394712627,2.609875085,1.20324549
img__227.png,-0.000086,-0.012328,0.31949,1.488673498,1.864820215,0.783419115
img__228.png,-0.010719,-0.006089,0.31949,2.111344054,0.827421588,0.255827115
img__229.png,-0.010633,0.006238,0.31949,2.247220011,-0.339865352,-0.302096508
img__230.png,0.008845,0.011473,0.319399,1.862180875,-1.478419401,-0.847572501
img__231.png,0.014358,-0.001923,0.319399,0.972790245,-2.462851969,-1.265667793
img__232.png,0.005514,-0.013396,0.319399,0.38407013,2.586326425,1.232562246
img__233.png,-0.008845,-0.011473,0.319399,1.466699289,1.847418509,0.798513154
img__234.png,-0.014358,0.001923,0.319399,2.08356095,0.822975881,0.25746997
img__235.png,-0.005514,0.013396,0.319399,2.22188435,-0.329950389,-0.313242265
img__236.png,0.003378,-0.034447,0.317849,1.973040304,-1.469520298,-0.966494311
img__237.png,-0.028142,-0.020149,0.317849,1.096551412,-2.543565102,-1.321049475
img__238.png,-0.031521,0.014298,0.317849,0.295860243,2.526635265,1.102067003
img__239.png,-0.003378,0.034447,0.317849,1.392701507,1.869900136,0.637497988
img__240.png,0.028142,0.020149,0.317849,2.066484686,0.8908782,0.090825931
img__241.png,0.031521,-0.014298,0.317849,2.276139799,-0.266528091,-0.466392461
img__242.png,0.026391,0.003057,0.320148,2.400480519,-0.059951376,-0.844894896
img__243.png,0.015843,-0.021327,0.320148,2.280228858,-1.393532104,-1.249418785
img__244.png,-0.010548,-0.024384,0.320148,-1.254387694,2.303640832,1.201189001
img__245.png,-0.026391,-0.003057,0.320148,0.059251896,2.372473005,0.77280864
img__246.png,-0.015843,0.021327,0.320148,1.177741985,1.927132682,0.239587062
img__247.png,0.010548,0.024384,0.320148,1.991427798,1.084380208,-0.321761755
img__248.png,0.011484,-0.009765,0.320895,1.371252537,1.934598019,0.232222142
img__249.png,-0.002714,-0.014828,0.320895,2.159310445,0.991838897,-0.274567629
img__250.png,-0.014198,-0.005063,0.320895,2.488575498,-0.232137774,-0.744982676
img__251.png,-0.011484,0.009765,0.320895,2.241832314,-1.589021709,-1.101123853
img__252.png,0.002714,0.014828,0.320895,-1.136132785,2.473449466,1.077867648
img__253.png,0.014198,0.005063,0.320895,0.230732118,2.47350651,0.70843214
img__254.png,0.020033,-0.028222,0.319379,2.498110864,0.000310443,-0.830789539
img__255.png,-0.014425,-0.03146,0.319379,2.399871381,-1.385167946,-1.177852746
img__256.png,-0.034458,-0.003238,0.319379,-1.327916822,2.299359442,1.071884241
img__257.png,-0.020033,0.028222,0.319379,-0.000302123,2.431164031,0.66644412
img__258.png,0.014425,0.03146,0.319379,1.166571474,2.021142276,0.165959774
img__259.png,0.034458,0.003238,0.319379,2.039641265,1.177925424,-0.355537154
img__260.png,0.005214,-0.010492,0.321035,1.355914443,1.926126887,0.252480827
img__261.png,-0.006479,-0.009761,0.321035,2.138445076,0.990639593,-0.263252007
img__262.png,-0.011693,0.000731,0.321035,2.467235318,-0.222103518,-0.744794636
img__263.png,-0.005214,0.010492,0.321035,2.227994439,-1.568416837,-1.114544949
img__264.png,0.006479,0.009761,0.321035,-1.142524239,2.466311009,1.108563431
img__265.png,0.011693,-0.000731,0.321035,0.221760915,2.463429517,0.735473226
img__266.png,0.012712,-0.015096,0.320642,2.4679685,-0.013401275,-0.790125771
img__267.png,-0.006718,-0.018557,0.320642,2.354825712,-1.376661347,-1.160473345
img__268.png,-0.01943,-0.003461,0.320642,-1.327846483,2.329011408,1.117240536
img__269.png,-0.012712,0.015096,0.320642,0.013254668,2.440969472,0.723429263
img__270.png,0.006718,0.018557,0.320642,1.175740804,2.011144339,0.225007751
img__271.png,0.01943,0.003461,0.320642,2.03138717,1.158161054,-0.301818279
img__272.png,0.043476,-0.019937,0.317668,2.444262268,-0.039554893,-0.937101453
img__273.png,0.004472,-0.047619,0.317668,2.354398917,-1.410592818,-1.304926106
img__274.png,-0.039004,-0.027683,0.317668,-1.245232367,2.239735485,1.127966402
img__275.png,-0.043476,0.019937,0.317668,0.037879847,2.340754148,0.671731244
img__276.png,-0.004472,0.047619,0.317668,1.15719497,1.931456441,0.127942803
img__277.png,0.039004,0.027683,0.317668,1.996976456,1.110264911,-0.430726812
img__278.png,0.025567,-0.005474,0.320183,2.42603812,-0.044333556,-0.845611985
img__279.png,0.008043,-0.024879,0.320183,2.312639672,-1.392152658,-1.23499564
img__280.png,-0.017524,-0.019405,0.320183,-1.272536146,2.300154515,1.167004281
img__281.png,-0.025567,0.005474,0.320183,0.043597088,2.385736804,0.74309197
img__282.png,-0.008043,0.024879,0.320183,1.174078447,1.950375471,0.217288567
img__283.png,0.017524,0.019405,0.320183,2.003326884,1.1083194,-0.334488389
img__284.png,-0.010341,-0.005098,0.321042,1.304206593,1.901047716,0.278173051
img__285.png,-0.009585,0.006406,0.321042,2.078482892,0.993526869,-0.263164243
img__286.png,0.000755,0.011504,0.321042,2.416760942,-0.188163315,-0.772114617
img__287.png,0.010341,0.005098,0.321042,2.207043789,-1.514134041,-1.170856027
img__288.png,0.009585,-0.006406,0.321042,-1.158206585,2.422996948,1.179455188
img__289.png,-0.000755,-0.011504,0.321042,0.18856773,2.421955227,0.785203938
img__290.png,-0.00322,0.009255,0.321099,1.298345268,1.903050659,0.212546681
img__291.png,0.006405,0.007416,0.321099,2.087417264,1.00444755,-0.326038517
img__292.png,0.009625,-0.001839,0.321099,2.444875149,-0.183982527,-0.823896448
img__293.png,0.00322,-0.009255,0.321099,2.24697288,-1.532984207,-1.200355319
img__294.png,-0.006405,-0.007416,0.321099,-1.149621303,2.389113652,1.135559331
img__295.png,-0.009625,0.001839,0.321099,0.181019016,2.405494163,0.72500489
img__296.png,0.03985,-0.003394,0.318749,2.401826743,-0.065437919,-0.910395346
img__297.png,0.016986,-0.036208,0.318749,2.293953442,-1.409078148,-1.306837181
img__298.png,-0.022864,-0.032814,0.318749,-1.225178382,2.262203637,1.188252348
img__299.png,-0.03985,0.003394,0.318749,0.063596944,2.334255789,0.734555367
img__300.png,-0.016986,0.036208,0.318749,1.168636242,1.902518419,0.185260268
img__301.png,0.022864,0.032814,0.318749,1.982391064,1.073635741,-0.38518487
img__302.png,-0.003699,-0.021784,0.320488,2.502413721,0.015053296,-0.714722431
img__303.png,-0.020715,-0.007689,0.320488,2.383353479,-1.35698014,-1.072338105
img__304.png,-0.017017,0.014095,0.320488,-1.387291538,2.369823893,1.075387174
img__305.png,0.003699,0.021784,0.320488,-0.015065388,2.504423926,0.719543084
img__306.png,0.020715,0.007689,0.320488,1.180827284,2.073964631,0.252994969
img__307.png,0.017017,-0.014095,0.320488,2.059043852,1.205361344,-0.247399913
img__308.png,0.025324,-0.015418,0.319878,2.454994779,-0.027063438,-0.849591939
img__309.png,-0.000691,-0.02964,0.319878,2.349828794,-1.391434325,-1.221096779
img__310.png,-0.026015,-0.014222,0.319878,-1.290869344,2.293879312,1.127684392
img__311.png,-0.025324,0.015418,0.319878,0.026439253,2.398373333,0.707359117
img__312.png,0.000691,0.02964,0.319878,1.169535595,1.975090283,0.189096036
img__313.png,0.026015,0.014222,0.319878,2.016318007,1.13467308,-0.352200804
img__314.png,0.002757,0.008532,0.321124,1.315823384,1.911353496,0.198024194
img__315.png,0.008767,0.001878,0.321124,2.108906949,1.003887125,-0.331705141
img__316.png,0.00601,-0.006653,0.321124,2.464692417,-0.195901676,-0.819177754
img__317.png,-0.002757,-0.008532,0.321124,2.257389607,-1.554043267,-1.183512511
img__318.png,-0.008767,-0.001878,0.321124,-1.142990394,2.401126904,1.108014665
img__319.png,-0.00601,0.006653,0.321124,0.192187536,2.417963807,0.703001006
img__320.png,0.000615,-0.02004,0.320623,1.360459904,1.924327455,0.296439967
img__321.png,-0.017048,-0.010553,0.320623,2.132503268,0.982667454,-0.221191106
img__322.png,-0.017663,0.009487,0.320623,2.448104024,-0.22535942,-0.710376654
img__323.png,-0.000615,0.02004,0.320623,2.201071715,-1.556112399,-1.095156315
img__324.png,0.017048,0.010553,0.320623,-1.147367256,2.489921094,1.137035993
img__325.png,0.017663,-0.009487,0.320623,0.227802871,2.474647499,0.775538
img__326.png,0.019132,-0.017014,0.320227,1.403956052,1.949923183,0.233764296
img__327.png,-0.005168,-0.025076,0.320227,2.193362991,0.987848509,-0.257353106
img__328.png,-0.0243,-0.008062,0.320227,2.511712453,-0.253098239,-0.713378076
img__329.png,-0.019132,0.017014,0.320227,2.243892235,-1.615615483,-1.057549723
img__330.png,0.005168,0.025076,0.320227,-1.129487411,2.507850004,1.044843396
img__331.png,0.0243,0.008062,0.320227,0.252242331,2.503218538,0.693112974
img__332.png,-0.012683,0.007636,0.320907,1.275130281,1.891298561,0.243795659
img__333.png,0.000271,0.014802,0.320907,2.05626623,1.003432589,-0.307265169
img__334.png,0.012955,0.007166,0.320907,2.412739196,-0.168215625,-0.821069405
img__335.png,0.012683,-0.007636,0.320907,2.225602687,-1.500521091,-1.21783649
img__336.png,-0.000271,-0.014802,0.320907,-1.160388508,2.377905331,1.181043845
img__337.png,-0.012955,-0.007166,0.320907,0.166696479,2.390949882,0.765560049
img__338.png,0.009591,-0.001471,0.321102,1.351682141,1.926835398,0.210722756
img__339.png,0.003522,-0.009042,0.321102,2.143713034,0.997361941,-0.303533544
