Img_Name,Tx,Ty,Tz,Rx,Ry,Rz
im_79_i.png,-0.001388127,-0.041181497,0.104372598,2.269402715,0.017279195,0.018751416
im_80_i.png,0.002130547,-0.035233442,0.088695412,2.209594081,0.061589044,0.031053184
im_81_i.png,0.001809635,-0.020423163,0.074267543,2.159741558,0.059030955,0.0080779
im_82_i.png,-0.00081192,-0.010025335,0.05862918,2.100988681,0.059034481,0.001562422
im_83_i.png,-0.003246894,-0.003435608,0.068648868,2.118964311,0.079716267,0.039084863
im_84_i.png,-0.007827411,-0.010976134,0.10045806,2.206913243,0.101328003,-0.070028416
im_85_i.png,-0.0045458,-0.007590457,0.108679687,2.216046397,0.125035463,-0.058578115
im_86_i.png,-0.008168343,-0.000428407,0.115289216,2.22955242,0.127187657,-0.046250193
im_87_i.png,-0.012536999,-0.000584582,0.128974156,2.266386767,0.109870429,-0.035643981
im_88_i.png,-0.006589584,-0.005693399,0.15172811,2.316697662,0.117191336,-0.039306434
im_89_i.png,0.001062307,-0.013924846,0.180472105,2.391684599,0.130711468,-0.032831061
im_90_i.png,0.003819588,-0.000630701,0.201845894,2.469444031,0.141246684,-0.032888961
im_91_i.png,0.001317887,-0.019261421,0.230604474,2.925206104,0.406271227,-0.085097823
im_92_i.png,0.006181099,-0.0360258,0.320110906,2.83614066,0.597066774,-0.105958242
im_93_i.png,0.013490746,-0.040944581,0.326612307,2.645473036,1.3083922,-0.191044599
im_94_i.png,0.009840109,-0.007925293,0.306619061,2.67961321,0.977616752,-0.271057781
im_95_i.png,0.009277383,-0.010457641,0.276094489,2.62657037,0.501729381,-0.392399802
im_96_i.png,-0.006628029,-0.010128965,0.257923141,2.514642212,0.257403589,-0.40194977
im_97_i.png,0.007425619,-0.035503617,0.236855523,2.38424949,0.634060527,-0.253143823
im_98_i.png,0.021239771,-0.043075872,0.219010406,2.222541746,0.882426945,-0.134541555
im_99_i.png,0.02797715,-0.037239897,0.207619035,2.075261721,1.076952676,-0.034728475
im_100_i.png,0.008377138,-0.035358881,0.191371036,2.09278364,0.97551903,-0.050419906
im_1_o.png,0.005628655,-0.001368105,0.217525341,2.542357929,0.038826709,0.003449662
im_2_o.png,0.003420729,-0.017681117,0.246173216,2.557101966,0.269207133,-0.048231748
im_3_o.png,0.003162813,-0.016890221,0.228889287,2.580004072,0.499059664,-0.090549477
im_4_o.png,0.006696483,-0.035782808,0.264468307,2.56597501,0.80211839,-0.166765907
im_5_o.png,0.008039525,-0.020582899,0.24803485,2.423484831,1.146993863,-0.2950952
im_6_o.png,-0.009185954,-0.025715209,0.248137801,2.422641059,1.259460275,-0.288644783
im_7_o.png,-0.013888751,-0.037911653,0.267171484,2.628783265,1.114524648,-0.253495778
im_8_o.png,-0.008489084,-0.051426177,0.302972362,2.861391974,0.855723144,-0.117051096
im_9_o.png,0.002183838,-0.042324179,0.315921224,3.028702309,0.433108158,-0.094538379
im_10_o.png,-0.001562137,-0.027379479,0.324782071,2.989698718,0.13819574,-0.036563967
im_11_o.png,-0.005120912,-0.017447992,0.33693277,3.043178234,0.163401631,-0.085315554
im_12_o.png,-0.004060273,0.006526639,0.334925609,3.119062934,0.114908867,-0.114794971
im_13_o.png,-0.001487865,0.012231457,0.320897061,-3.111361705,-0.042927932,0.077473393
im_14_o.png,0.002272634,0.012166505,0.295825416,-3.102923869,-0.030500444,0.043257999
im_15_o.png,0.000250683,0.003390935,0.272774158,-3.126992982,0.001349124,0.071481842
im_16_o.png,0.000979218,-0.006674187,0.258879743,-3.131888966,-0.012171537,0.056507765
im_17_o.png,0.002160347,-0.007833743,0.254040062,3.120036186,0.022295765,-0.06534242
im_18_o.png,-0.000180692,-0.013290136,0.24199052,2.968800477,0.056116949,-0.114901254
im_19_o.png,0.009260233,-0.015713769,0.177672113,2.635090344,0.076916675,0.018469692
im_20_o.png,0.003546277,-0.021470489,0.155966635,2.533745632,0.041785787,0.005316245
im_21_o.png,0.002991414,-0.020690229,0.127868707,2.396723952,0.022767381,0.001510606
im_22_o.png,0.001107114,-0.022038949,0.104347963,2.285094371,0.017124201,0.02281708
im_23_o.png,0.000584816,-0.022129959,0.077672652,2.193574811,0.003045714,0.02349152
im_24_o.png,-0.00186987,-0.022628242,0.074750725,2.146994752,0.006908667,0.015570365
im_25_o.png,0.000238897,-0.019774864,0.080811003,2.174137719,0.007980289,0.038058868
im_26_o.png,0.006864778,-0.006143779,0.119361511,2.211760701,0.058829316,0.029383345
im_27_o.png,0.009505464,-0.009117337,0.147586372,2.2852502,0.170689484,-0.011853774
im_28_o.png,0.008091686,-0.009095281,0.172734125,2.30186658,0.365639375,-0.109411151
im_29_o.png,-0.002040391,-0.010833637,0.207368787,2.31540104,0.493919207,-0.216254402
im_30_o.png,-0.016426,-0.008741012,0.233905135,2.293727458,0.596004161,-0.304763544
im_31_o.png,-0.026771041,-0.01848549,0.237358735,2.254738152,0.67724717,-0.349458851
im_32_o.png,-0.031316855,-0.027345946,0.222350951,2.225138913,0.806426354,-0.438506014
im_33_o.png,-0.014205554,-0.021660605,0.231720244,2.183817619,0.969769723,-0.558358527
im_34_o.png,-0.02703053,-0.021471096,0.22855781,2.161403057,1.078377133,-0.611929699
im_35_o.png,-0.024952563,-0.029100522,0.243844331,2.187603593,1.161518046,-0.625912237
im_36_o.png,-0.026596833,-0.025353859,0.253189501,2.214712993,1.197364559,-0.616900906
im_37_o.png,-0.020566111,-0.024926788,0.283491834,2.264823555,1.257833453,-0.609186939
im_38_o.png,-0.015216391,-0.026783626,0.30989301,2.306752872,1.327576821,-0.55871413
im_39_o.png,-0.018804052,-0.017267199,0.328651405,2.373601317,1.370520107,-0.481583939
im_40_o.png,-0.021914449,-0.010564053,0.36616035,2.445757574,1.385602828,-0.437249332
im_41_o.png,-0.011687601,-0.011799794,0.405656548,2.49114722,1.42564619,-0.387671869
im_42_o.png,-0.010948138,-0.011624972,0.443844539,2.572427102,1.463907907,-0.346893427
im_43_o.png,-0.007362273,-0.008457544,0.474918172,2.602171769,1.506861733,-0.294405254
im_44_o.png,0.000727815,0.006336002,0.48259754,2.555482673,1.527117051,-0.325750526
im_45_o.png,0.015278432,0.00847659,0.502533891,-2.698107199,-1.684814509,0.276131423
im_46_o.png,0.025645337,0.017216094,0.491365864,2.582415551,1.604815329,-0.351789234
im_47_o.png,0.013358795,0.028283507,0.487590563,2.54112019,1.559210442,-0.284446055
im_48_o.png,0.014887944,0.029572593,0.486420417,2.511729951,1.639381185,-0.263720205
im_49_o.png,0.014704387,0.024798664,0.458152653,2.490432474,1.629729158,-0.319884433
im_50_o.png,0.015621207,0.011909011,0.434203133,2.500689461,1.668747683,-0.228541851
im_51_o.png,0.012757191,0.014491997,0.393032881,2.517796439,1.696173366,-0.265332165
im_52_o.png,0.01100116,0.021376988,0.356069212,2.484396849,1.656066342,-0.27044116
im_53_o.png,0.019684149,0.023439418,0.343525589,2.600404183,1.475900204,-0.285384646
im_54_o.png,0.013902571,0.015429989,0.350543362,2.727148988,1.242370172,-0.275576659
im_55_o.png,0.012114187,0.020228237,0.334164717,2.814725461,0.970091885,-0.291445548
im_56_o.png,0.016005177,0.026034352,0.322620486,2.833862656,0.832939342,-0.227021476
im_57_o.png,0.011451486,0.021836166,0.3162453,2.903190425,0.597289047,-0.217307351
im_58_o.png,0.017013215,0.018753241,0.313829944,2.990373608,0.326613155,-0.146573159
im_59_o.png,0.014675795,0.017568952,0.314002568,3.002408953,0.051434323,-0.120208345
im_60_o.png,0.018873601,0.01373187,0.311820479,3.004459043,-0.129998243,-0.084193039
im_61_o.png,0.020216083,-0.002457367,0.290373462,2.926677612,0.215801129,-0.185216268
im_62_o.png,0.007453959,-0.002950389,0.254995336,2.726149556,0.721340795,-0.168858291
im_63_o.png,0.003044365,0.004012558,0.255055197,2.472196774,1.023590531,-0.128274386
im_64_o.png,-0.007795917,-0.003805614,0.195114777,2.267813428,1.029507667,-0.181030131
im_65_o.png,-0.022564586,-0.000875465,0.170931484,2.272554721,0.77432559,-0.316603552
im_66_o.png,-0.021680138,-0.001455393,0.16654324,2.279989796,0.557489393,-0.382692165
im_67_o.png,-0.029910159,-0.003515681,0.126255389,2.211672787,0.397608156,-0.372164218
im_68_o.png,-0.003359657,-0.017438047,0.131937899,2.085198354,0.669891183,-0.313734393
im_69_o.png,0.007401796,-0.015123049,0.133804218,1.991782503,0.884508526,-0.195597424
im_70_o.png,0.005193843,-0.002300368,0.132494308,1.958037053,0.95275693,-0.152389452
im_71_o.png,-0.018209953,0.00630661,0.157286558,2.066340416,0.770413006,-0.286589395
im_72_o.png,-0.015696261,0.011410101,0.148871234,2.168746059,0.561566621,-0.349333358
im_73_o.png,-0.001990346,0.019195163,0.203882616,2.153259825,0.799069962,-0.474774841
im_74_o.png,-0.011781066,0.018455932,0.220038513,2.131299863,0.885162287,-0.47335652
im_75_o.png,-0.01225666,0.00763427,0.231952315,2.087426023,1.062413777,-0.539033611
im_76_o.png,-0.01854281,-0.010117925,0.226329376,2.027680422,1.19619732,-0.540793293
im_77_o.png,-0.010432763,-0.018186308,0.24597225,1.932763035,1.385149411,-0.461741693
im_78_o.png,-0.025517286,-0.002610926,0.246116733,2.107977853,1.128643149,-0.579425259
im_79_o.png,-0.026969551,0.014785209,0.252628776,2.223206148,0.820019961,-0.688873447
im_80_o.png,-0.017794119,0.011738241,0.261270398,2.353637053,0.849367092,-0.579176502
im_81_o.png,-0.022180732,0.024868567,0.29690034,2.366377703,1.036321545,-0.504398638
im_82_o.png,-0.027335915,0.009153964,0.323769887,2.25043403,1.369684115,-0.370381236
im_83_o.png,-0.023680299,0.01876255,0.336559488,2.372603983,1.315376106,-0.409562115
im_84_o.png,-0.029255991,0.03679436,0.333129798,2.584257537,0.85345195,-0.404946091
im_85_o.png,-0.006514388,0.036563066,0.352922544,2.755481793,0.401252458,-0.429394681
im_86_o.png,0.00289538,0.017897675,0.375274677,2.839811053,-0.113126236,-0.476011172
im_87_o.png,-0.027349317,0.019533745,0.378912716,2.85506403,-0.462702437,-0.415472756
im_88_o.png,-0.011036216,0.027665673,0.387978309,2.796385196,-0.900115498,-0.493579131
im_89_o.png,-0.006305571,0.040114491,0.436839153,2.771432419,-1.093394116,-0.466152461
im_90_o.png,0.000925673,0.035093961,0.377706286,2.815649379,-0.32703541,-0.496853713
im_91_o.png,-0.021808054,0.008789659,0.383451259,2.772734659,0.339470543,-0.359850492
im_92_o.png,-0.019843422,0.00159621,0.439275277,2.720768729,0.893764627,-0.260925345
im_93_o.png,-0.020741088,-0.03346216,0.427688554,2.753822424,1.217189817,-0.149621037
im_94_o.png,-0.017333543,-0.007428545,0.478090008,2.797024067,1.199522573,-0.194979953
im_95_o.png,-0.008573585,-0.002490294,0.435874131,2.965249033,0.952972985,-0.215718642
im_96_o.png,0.000792994,0.003597728,0.438940077,3.098665879,0.365102435,-0.187679858
im_97_o.png,0.019103092,0.016494987,0.438062866,3.0810143,0.134459027,-0.093170061
im_98_o.png,0.019277573,0.026149653,0.38739872,2.878579776,0.662832987,-0.196024535
im_99_o.png,-0.01453684,0.052309807,0.344449247,2.656012715,1.133667939,-0.076390833
im_100_o.png,0.009431721,0.023750095,0.251548065,2.036011196,1.4642053,0.341516843
im_1_s.png,-0.004602031,-0.009165523,0.203281401,2.449545558,0.479195734,-0.13982935
im_2_s.png,-0.008549501,-0.021833716,0.258169739,2.518205306,0.51021113,-0.122435213
im_3_s.png,-0.011187802,-0.032393313,0.302057044,2.588726023,0.501828474,-0.077693459
im_4_s.png,-0.010268346,-0.058530645,0.358189875,2.767854186,0.491665339,-0.061326533
im_5_s.png,-0.016695205,-0.052789001,0.396954733,2.870118783,0.477244324,0.057981708
im_6_s.png,-0.023050199,-0.052982654,0.433066251,3.059814286,0.440514574,-0.025814218
im_7_s.png,-0.013085501,-0.040750637,0.448077315,3.124179307,0.295112634,-0.084725622
im_8_s.png,-0.011549639,-0.034178341,0.445940732,3.171617232,0.181279422,-0.050380307
im_9_s.png,-0.001002585,-0.023480644,0.427783897,3.136992378,0.117870133,-0.119360545
im_10_s.png,0.005948231,-0.000627092,0.417645739,-3.152497165,-0.050939495,0.054531113
im_11_s.png,0.006879835,0.015076324,0.409379867,-3.149318909,-0.037921653,0.05073203
im_12_s.png,0.004879147,0.014212051,0.402975978,3.175372576,0.037421452,-0.066579324
im_13_s.png,0.002708681,0.006688368,0.377034578,3.166579661,0.030203665,-0.078743771
im_14_s.png,0.00244112,0.001082018,0.338280876,3.156919287,0.01233757,-0.056296137
im_15_s.png,0.004264601,-0.005108428,0.308944946,3.160419331,0.006728849,-0.063768073
im_16_s.png,0.00326951,-0.003902222,0.282676904,-3.136931066,0.015106485,0.018483735
im_17_s.png,0.001320311,-0.003995187,0.259137819,-3.105463614,-0.001674118,0.007153457
im_18_s.png,0.000384919,-0.005994678,0.262410199,-3.087397016,-0.02568456,0.002528833
im_19_s.png,-0.003680447,-0.01409395,0.29142128,-3.107523573,-0.034417791,-0.015602984
im_20_s.png,-0.002608081,-0.016718739,0.334879362,3.137264653,0.026137437,-0.047868959
im_21_s.png,-0.00362479,-0.01306637,0.394641813,3.122408193,0.016016369,-0.048830973
im_22_s.png,0.001702862,0.014548739,0.403865331,2.953059758,0.034249483,-0.172454399
im_23_s.png,0.001154025,0.011547478,0.398900721,2.968081557,0.200300354,-0.130566109
im_24_s.png,-0.006998491,0.01669774,0.343971449,2.801177744,0.307475959,-0.20461101
im_25_s.png,0.005993389,0.019987509,0.300156258,2.567083889,0.428121821,-0.131692905
im_26_s.png,9.24E-06,0.014716471,0.267836647,2.421085602,0.511417097,-0.244753711
im_27_s.png,0.011640475,0.003814397,0.216742226,2.315804901,0.588342532,-0.224206419
im_28_s.png,0.022328366,-0.017015471,0.149737344,2.192841026,0.61993742,-0.230994511
im_29_s.png,0.017583699,-0.028968292,0.149860095,2.145564678,0.734508364,-0.333377339
im_30_s.png,-0.000524857,-0.023512777,0.153319659,2.117335247,0.818229947,-0.37557376
im_31_s.png,-0.015119249,-0.021464156,0.153312007,2.109269475,0.880100417,-0.429974966
im_32_s.png,-0.009532612,-0.021612542,0.164751794,2.066246719,1.031412236,-0.507669274
im_33_s.png,-0.021285139,-0.023261119,0.172113362,2.073969454,1.0564702,-0.565688578
im_34_s.png,-0.019333614,-0.027624415,0.158018912,2.096516974,1.045615887,-0.555450687
im_35_s.png,-0.017478095,-0.036583842,0.146447419,2.109175245,1.011505844,-0.542364176
im_36_s.png,-0.004794,-0.046111143,0.145452864,2.122263619,0.980894508,-0.522727031
im_37_s.png,0.007723515,-0.043825437,0.150095323,2.123633312,0.943010544,-0.46270955
im_38_s.png,0.002126694,-0.042641149,0.143600287,2.183394078,0.793033383,-0.406622884
im_39_s.png,0.004960953,-0.058746653,0.13919218,2.248827662,0.622323181,-0.256386715
im_40_s.png,0.018004139,-0.057602883,0.103480059,2.296057124,0.467193249,-0.190487612
im_41_s.png,0.009904518,-0.03020932,0.09543318,2.266402144,0.293588472,-0.105452053
im_42_s.png,0.006383735,-0.007530159,0.113603869,2.29085095,0.177386237,-0.103950939
im_43_s.png,0.00296892,-0.010841475,0.162387835,2.415214829,0.174929577,-0.062846463
im_44_s.png,0.004148516,-0.005895118,0.225589025,2.565615801,0.290153687,-0.062746934
im_45_s.png,-0.001777613,0.003786747,0.265626775,2.619153228,0.495363608,-0.155683721
im_46_s.png,-0.00914279,0.003325911,0.299913636,2.627975491,0.747298075,-0.223924782
im_47_s.png,-0.015033657,-0.000335425,0.310181686,2.568290491,0.955620073,-0.273260503
im_48_s.png,-0.012236078,0.003728393,0.312062281,2.557911729,1.099749816,-0.354538102
im_49_s.png,-0.009659612,0.002943477,0.306726552,2.522630342,1.108208366,-0.330942718
im_50_s.png,-0.020652722,0.000794365,0.342831817,2.469260713,1.188518434,-0.371217721
im_51_s.png,-0.011129933,-0.006822323,0.325650091,2.37101977,1.47162859,-0.406319891
im_52_s.png,-0.016880703,-0.018076914,0.29326804,2.336241387,1.485229483,-0.421298273
im_53_s.png,-0.020170702,-0.018844841,0.242256394,2.239918191,1.367566397,-0.456531852
im_54_s.png,-0.015449876,-0.013924478,0.226343306,2.115251664,1.213865065,-0.528482028
im_55_s.png,-0.015067185,-0.023044121,0.210793505,2.074280442,1.119079857,-0.561375153
im_56_s.png,-0.029732352,-0.021098019,0.208898859,2.035585359,0.994476913,-0.614440451
im_57_s.png,-0.033029198,-0.030414987,0.199551235,2.022786158,0.943948668,-0.604102586
im_58_s.png,-0.036763874,-0.037055023,0.192092146,2.027596308,0.888255224,-0.574888464
im_59_s.png,-0.032657807,-0.03756816,0.168090234,2.016253524,0.867218056,-0.540178213
im_60_s.png,-0.030538321,-0.031838069,0.159313003,2.01193506,0.859537486,-0.533750016
im_61_s.png,-0.031791698,-0.032367521,0.161171759,2.006191704,0.842572096,-0.550223384
im_62_s.png,-0.031091538,-0.029847884,0.194147274,2.005182207,0.850028242,-0.551869804
im_63_s.png,-0.031098705,-0.024642121,0.188490909,1.982743451,0.832700275,-0.526209604
im_64_s.png,-0.039942674,-0.034042362,0.206788711,1.977907036,0.827161852,-0.550087065
im_65_s.png,-0.046677144,-0.022952148,0.218324985,1.965458898,0.844623298,-0.567414734
im_66_s.png,-0.043481045,-0.027580135,0.228328621,1.961237002,0.835140201,-0.572155173
im_67_s.png,-0.033690014,-0.026244552,0.235098502,1.954108878,0.836656277,-0.56920269
im_68_s.png,-0.034661787,-0.02165708,0.238199023,1.950132942,0.796747865,-0.549998907
im_69_s.png,-0.033706677,-0.018924619,0.240682379,1.954336905,0.752672548,-0.516790351
im_70_s.png,-0.025452144,-0.016315597,0.221979043,1.966828924,0.675404857,-0.44362027
im_71_s.png,-0.011911968,-0.012744082,0.197804795,2.002388826,0.578307982,-0.361535806
im_72_s.png,-0.005658117,-0.004923846,0.167876203,2.024593095,0.427486417,-0.263758636
im_73_s.png,-0.016538624,0.005227131,0.149951692,2.043704127,0.256743978,-0.215966032
im_74_s.png,-0.026214241,0.014660329,0.142614533,2.063585968,0.045028338,-0.296558528
im_75_s.png,-0.034411343,0.012118085,0.14794143,2.070550548,-0.115518765,-0.357905225
im_76_s.png,-0.040104751,0.005584359,0.154111158,2.068309072,-0.252679359,-0.382093109
im_77_s.png,-0.030678313,-0.011184187,0.164606407,2.098931521,-0.070593938,-0.309629903
im_78_s.png,-0.014070794,-0.021598493,0.179060582,2.104355213,0.261650393,-0.192878264
im_79_s.png,-0.002661459,-0.007493102,0.208296897,2.076846828,0.602258284,-0.0990877
im_80_s.png,0.001789699,-0.002112194,0.250253419,2.03981227,0.965878124,-0.048623505
im_81_s.png,-0.016381939,0.00721282,0.255948238,2.072433105,0.946066391,-0.063604138
im_82_s.png,-0.033706535,-0.00779176,0.275767736,2.241975328,0.767130017,-0.101012444
im_83_s.png,-0.037585715,4.05E-06,0.301575993,2.467910073,0.408564041,-0.176670659
im_84_s.png,-0.027467534,0.007351993,0.31888504,2.635296011,0.03204822,-0.281552704
im_85_s.png,-0.005806723,-0.026000743,0.346905094,2.73620472,0.364719092,-0.254442112
im_86_s.png,-0.014939127,-0.037300226,0.360142725,2.582124553,0.915761881,-0.156692904
im_87_s.png,-0.029273139,-0.031357018,0.400206683,2.549684888,1.324452308,-0.195863276
im_88_s.png,-0.024171152,-0.010504598,0.401616869,2.727238235,0.969012777,-0.292914679
im_89_s.png,-0.006992156,-0.004113662,0.398405269,3.026532113,0.18129998,-0.338852507
im_90_s.png,-0.006083216,-0.001737076,0.367970454,2.916477428,0.44755571,-0.257217622
im_91_s.png,-0.002336408,0.032462117,0.33734849,2.702459227,1.047481448,-0.428205036
im_92_s.png,-0.019205466,0.038085128,0.322788887,2.419723138,1.269445021,-0.298341164
im_93_s.png,-0.034381706,0.047459782,0.304999446,2.296533559,1.420971477,-0.197630814
im_94_s.png,-0.01057987,0.022293495,0.291689682,2.388856457,1.355824434,-0.252192377
im_95_s.png,-0.004597083,0.02785207,0.256521955,2.579766346,1.051635764,-0.506430627
im_96_s.png,0.001199855,0.00390537,0.265333082,2.683786797,0.250157499,-0.899641382
im_97_s.png,-0.017142601,-0.035819262,0.251244766,2.610380275,0.612278447,-0.784662297
im_98_s.png,-0.015714942,-0.041895399,0.23520553,2.388206317,1.079105848,-0.609598108
im_99_s.png,-0.01768027,-0.037756313,0.22015309,2.202244149,1.295095761,-0.509662781
im_100_s.png,-0.031328758,-0.016709498,0.220068131,2.470566499,0.93301946,-0.436876269
